32,"[[0, 7074000, 40, 315.7930548728149, 297.422094963926, -161.155, -34.97000956852821, -2587.157689745908, 720000.0, 0, 65132.71990756871, 0]]"
33,"[[0, 7074000, 40, 315.7935542155715, 297.20949478520043, -161.155, -35.0465821094659, -2587.398884283507, 720000.0, 0, 69314.47436041503, 0]]"
34,"[[0, 7074000, 40, 315.7941353866345, 296.962022604583, -161.155, -35.13510797375281, -2587.6802054053032, 720000.0, 0, 68972.41786593612, 0]]"
35,"[[0, 7074000, 40, 315.7947983532596, 296.67968310507143, -161.155, -35.23530535864287, -2588.001902975691, 720000.0, 0, 70161.62980754113, 0]]"
36,"[[0, 7074000, 40, 315.7955430827105, 296.3624809755944, -161.155, -35.34685003631693, -2588.364261591291, 720000.0, 0, 71125.42851552163, 0]]"
37,"[[0, 7074000, 40, 315.79636954226254, 296.0104209050821, -161.155, -35.46937419628913, -2588.7675999754983, 720000.0, 0, 75855.84304105077, 0]]"
38,"[[0, 7074000, 40, 315.7972776992059, 295.62350757532903, -161.155, -35.60246515140287, -2589.21227021362, 720000.0, 0, 73264.34627775675, 0]]"
39,"[[0, 7074000, 40, 315.7982675208329, 295.2017456752263, -161.155, -35.74566390410121, -2589.6986567702866, 720000.0, 0, 76193.17695279483, 0]]"
40,"[[0, 7074000, 40, 315.7992571473018, 294.78001170891446, -161.155, -35.88687622504261, -2590.1867401581294, 720000.0, 0, 82837.95001688391, 0]]"
41,"[[0, 7074000, 40, 315.80016476243924, 294.3931759296607, -161.155, -36.01465043674885, -2590.6359474800925, 720000.0, 0, 79603.85823427125, 0]]"
42,"[[0, 7074000, 40, 315.80099039898954, 294.0412336528599, -161.155, -36.1294305764101, -2591.0458859640066, 720000.0, 0, 81285.00475847884, 0]]"
43,"[[0, 7074000, 40, 315.8017340896913, 293.72418019327836, -161.155, -36.231625876223994, -2591.416201474906, 720000.0, 0, 84625.62918695614, 0]]"
44,"[[0, 7074000, 40, 315.80239586728413, 293.4420108602451, -161.155, -36.32160929132379, -2591.7465779538184, 720000.0, 0, 83623.88199524322, 0]]"
45,"[[0, 7074000, 40, 315.8029757645013, 293.19472097026556, -161.155, -36.3997161800785, -2592.036736792642, 720000.0, 0, 85675.40304546627, 0]]"
46,"[[0, 7074000, 40, 315.80347381405153, 292.9823058364011, -161.155, -36.46624314777034, -2592.2864362223113, 720000.0, 0, 88328.38857681338, 0]]"
47,"[[0, 7074000, 40, 315.80389004864924, 292.80476077424044, -161.155, -36.521447038483274, -2592.4954706945377, 720000.0, 0, 85894.84029506326, 0]]"
48,"[[0, 7074000, 40, 315.8042245010006, 292.66208109429306, -161.155, -36.565544082222495, -2592.663670316807, 720000.0, 0, 87189.1687070737, 0]]"
49,"[[0, 7074000, 40, 315.8044772037974, 292.55426211465067, -161.155, -36.59870918414026, -2592.7909003217383, 720000.0, 0, 90028.17393764862, 0]]"
50,"[[0, 7074000, 40, 315.7939057597192, 297.05929817298795, -161.155, -35.10038855605986, -2587.569553441672, 720000.0, 0, 71809.6770195636, 0]]"
51,"[[0, 7074000, 40, 315.7941594210586, 296.9513421265629, -161.155, -35.13891385985892, -2587.6923614424304, 720000.0, 0, 68757.52833747432, 0]]"
52,"[[0, 7074000, 40, 315.7944950089677, 296.808500014919, -161.155, -35.18969670840477, -2587.855032163992, 720000.0, 0, 67843.44622201938, 0]]"
53,"[[0, 7074000, 40, 315.79491249068536, 296.63077652700906, -161.155, -35.25257431952247, -2588.057707828339, 720000.0, 0, 71774.34965601603, 0]]"
54,"[[0, 7074000, 40, 315.79541183344196, 296.41817634828357, -161.155, -35.32734345563609, -2588.300566226355, 720000.0, 0, 72315.5598767781, 0]]"
55,"[[0, 7074000, 40, 315.79599300450496, 296.1707041676661, -161.155, -35.41375969288502, -2588.583820374009, 720000.0, 0, 71117.07562584667, 0]]"
56,"[[0, 7074000, 40, 315.79665597113, 295.88836466815457, -161.155, -35.511536553041836, -2588.9077180872423, 720000.0, 0, 76234.52789961331, 0]]"
57,"[[0, 7074000, 40, 315.79740070058097, 295.5711625386775, -161.155, -35.620344487278764, -2589.2725414115794, 720000.0, 0, 74061.70328208421, 0]]"
58,"[[0, 7074000, 40, 315.7982271601331, 295.21910246816526, -161.155, -35.73980972841432, -2589.6786059267465, 720000.0, 0, 76475.70717323714, 0]]"
59,"[[0, 7074000, 40, 315.79913531707643, 294.83218913841216, -161.155, -35.86951300955841, -2590.1262598788253, 720000.0, 0, 81573.86024453705, 0]]"
60,"[[0, 7074000, 40, 315.8001251387034, 294.41042723830935, -161.155, -36.008988146662034, -2590.6158830809177, 720000.0, 0, 79255.18780418776, 0]]"
61,"[[0, 7074000, 40, 315.80111476517226, 293.98869327199753, -161.155, -36.14644508607873, -2591.1071851448837, 720000.0, 0, 80791.7598161265, 0]]"
62,"[[0, 7074000, 40, 315.8020223803097, 293.60185749274376, -161.155, -36.2707466508878, -2591.5593280602916, 720000.0, 0, 87022.16791764609, 0]]"
63,"[[0, 7074000, 40, 315.80284801685997, 293.24991521594296, -161.155, -36.38234420007293, -2591.971922531747, 720000.0, 0, 84449.28401201786, 0]]"
64,"[[0, 7074000, 40, 315.80359170756185, 292.9328617563615, -161.155, -36.48165357933147, -2592.3446179870225, 720000.0, 0, 87209.64846219997, 0]]"
65,"[[0, 7074000, 40, 315.8042534851546, 292.6506924233282, -161.155, -36.56905365758123, -2592.677101907492, 720000.0, 0, 87415.61177771963, 0]]"
66,"[[0, 7074000, 40, 315.80483338237184, 292.4034025333487, -161.155, -36.64488501701759, -2592.9690991031516, 720000.0, 0, 90840.16552812961, 0]]"
67,"[[0, 7074000, 40, 315.80533143192207, 292.19098739948424, -161.155, -36.709448806811665, -2593.2203710105246, 720000.0, 0, 88541.8374075873, 0]]"
68,"[[0, 7074000, 40, 315.80574766651966, 292.01344233732357, -161.155, -36.76300574514314, -2593.430714994091, 720000.0, 0, 91382.94204050607, 0]]"
69,"[[0, 7074000, 40, 315.806082118871, 291.8707626573762, -161.155, -36.805775275855154, -2593.5999637116447, 720000.0, 0, 94618.30922321511, 0]]"
70,"[[0, 7074000, 40, 315.8063348216679, 291.7629436777338, -161.155, -36.83793486651847, -2593.7279845248454, 720000.0, 0, 92099.79891378498, 0]]"
71,"[[0, 7074000, 40, 315.7958448688538, 296.23315597417, -161.155, -35.39201458055737, -2588.512283325848, 720000.0, 0, 70414.57326419879, 0]]"
72,"[[0, 7074000, 40, 315.79609853019315, 296.12519992774503, -161.155, -35.42957707553475, -2588.635970933033, 720000.0, 0, 72047.39667768766, 0]]"
73,"[[0, 7074000, 40, 315.79643411810224, 295.98235781610106, -161.155, -35.479082567162244, -2588.7998041889055, 720000.0, 0, 77080.45939828755, 0]]"
74,"[[0, 7074000, 40, 315.7968515998199, 295.8046343281912, -161.155, -35.5403654698713, -2589.003924107036, 720000.0, 0, 74053.198033586, 0]]"
75,"[[0, 7074000, 40, 315.7973509425765, 295.59203414946563, -161.155, -35.61321905539338, -2589.248506897334, 720000.0, 0, 73689.78888013627, 0]]"
76,"[[0, 7074000, 40, 315.79793211363943, 295.3445619688482, -161.155, -35.69739472750472, -2589.533763564491, 720000.0, 0, 79886.26689865139, 0]]"
77,"[[0, 7074000, 40, 315.79859508026453, 295.06222246933663, -161.155, -35.79260116118312, -2589.8599394129806, 720000.0, 0, 75691.45940753818, 0]]"
78,"[[0, 7074000, 40, 315.7993398097155, 294.7450203398596, -161.155, -35.89850329597183, -2590.2273133939, 720000.0, 0, 81623.6645669818, 0]]"
79,"[[0, 7074000, 40, 315.80016626926755, 294.3929602693473, -161.155, -36.01472120031805, -2590.636197313758, 720000.0, 0, 79608.41961818663, 0]]"
80,"[[0, 7074000, 40, 315.8010744262109, 294.0060469395942, -161.155, -36.14082880552639, -2591.086934857115, 720000.0, 0, 80908.33634253977, 0]]"
81,"[[0, 7074000, 40, 315.8020642478379, 293.5842850394915, -161.155, -36.276352507712154, -2591.5799003634143, 720000.0, 0, 86476.57157914405, 0]]"
82,"[[0, 7074000, 40, 315.80305387430684, 293.16255107317966, -161.155, -36.40982516324272, -2592.0745233188472, 720000.0, 0, 86582.5533957681, 0]]"
83,"[[0, 7074000, 40, 315.8039614894442, 292.7757152939259, -161.155, -36.53044318323228, -2592.5296924902054, 720000.0, 0, 85922.60885963788, 0]]"
84,"[[0, 7074000, 40, 315.80478712599444, 292.4237730171251, -161.155, -36.63866551153049, -2592.945022804708, 720000.0, 0, 91378.75198005399, 0]]"
85,"[[0, 7074000, 40, 315.8055308166963, 292.10671955754356, -161.155, -36.73491483648827, -2593.3201679574263, 720000.0, 0, 89359.39056477982, 0]]"
86,"[[0, 7074000, 40, 315.8061925942892, 291.8245502245103, -161.155, -36.819576138567975, -2593.6548196257136, 720000.0, 0, 93358.76869302342, 0]]"
87,"[[0, 7074000, 40, 315.8067724915063, 291.57726033453076, -161.155, -36.8929953925894, -2593.948706637587, 720000.0, 0, 91357.16500349955, 0]]"
88,"[[0, 7074000, 40, 315.8072705410565, 291.3648452006663, -161.155, -36.95547843371787, -2594.201594173487, 720000.0, 0, 96101.59512285359, 0]]"
89,"[[0, 7074000, 40, 315.80768677565425, 291.18730013850563, -161.155, -37.007289971728035, -2594.4132829823343, 720000.0, 0, 94713.57586562022, 0]]"
90,"[[0, 7074000, 40, 315.80802122800554, 291.04462045855826, -161.155, -37.04865275904601, -2594.5836086730033, 720000.0, 0, 93706.56642100947, 0]]"
91,"[[0, 7074000, 40, 315.80827393080244, 290.93680147891587, -161.155, -37.079746899257124, -2594.7124410625906, 720000.0, 0, 94717.36495939379, 0]]"
92,"[[0, 7074000, 40, 315.7978654365788, 295.37219470131146, -161.155, -35.68802927306242, -2589.50188399436, 720000.0, 0, 80930.37945244845, 0]]"
93,"[[0, 7074000, 40, 315.7981190979182, 295.26423865488647, -161.155, -35.72457032897766, -2589.626480703736, 720000.0, 0, 77431.19669432347, 0]]"
94,"[[0, 7074000, 40, 315.79845468582727, 295.1213965432425, -161.155, -35.772720765774615, -2589.7915151888305, 720000.0, 0, 75516.62997701406, 0]]"
95,"[[0, 7074000, 40, 315.7988721675449, 294.9436730553326, -161.155, -35.83231209751427, -2589.997126971145, 720000.0, 0, 77734.27785390183, 0]]"
96,"[[0, 7074000, 40, 315.7993715103015, 294.7310728766071, -161.155, -35.90313398606427, -2590.2434903210183, 720000.0, 0, 81186.61427407658, 0]]"
97,"[[0, 7074000, 40, 315.79995268136446, 294.4836006959896, -161.155, -35.98493352291192, -2590.5308137944576, 720000.0, 0, 78283.33744531577, 0]]"
98,"[[0, 7074000, 40, 315.80061564798956, 294.2012611964781, -161.155, -36.07741437733048, -2590.8593396636675, 720000.0, 0, 85271.22027216178, 0]]"
99,"[[0, 7074000, 40, 315.8013603774405, 293.88405906700103, -161.155, -36.18023580149354, -2591.229343175843, 720000.0, 0, 81064.15222570044, 0]]"
100,"[[0, 7074000, 40, 315.8021868369926, 293.53199899648877, -161.155, -36.293011509456505, -2591.64113166022, 720000.0, 0, 85098.19664286394, 0]]"
101,"[[0, 7074000, 40, 315.80309499393593, 293.14508566673567, -161.155, -36.415308429417586, -2592.0950434347233, 720000.0, 0, 87132.70760382497, 0]]"
102,"[[0, 7074000, 40, 315.80408481556293, 292.7233237666329, -161.155, -36.546645328579636, -2592.5914464519838, 720000.0, 0, 86279.18212194637, 0]]"
103,"[[0, 7074000, 40, 315.8050744420318, 292.3015898003211, -161.155, -36.675897347370416, -2593.0894816636674, 720000.0, 0, 88966.91689816621, 0]]"
104,"[[0, 7074000, 40, 315.8059820571693, 291.9147540210673, -161.155, -36.792614180372865, -2593.5477574499128, 720000.0, 0, 94720.00034502997, 0]]"
105,"[[0, 7074000, 40, 315.8068076937195, 291.5628117442665, -161.155, -36.89726259900307, -2593.9658937974928, 720000.0, 0, 91494.57071059033, 0]]"
106,"[[0, 7074000, 40, 315.8075513844214, 291.245758284685, -161.155, -36.9902723435596, -2594.3435494562214, 720000.0, 0, 95883.92893287877, 0]]"
107,"[[0, 7074000, 40, 315.80821316201417, 290.96358895165173, -161.155, -37.07203468483094, -2594.680421029586, 720000.0, 0, 94324.98274944973, 0]]"
108,"[[0, 7074000, 40, 315.8087930592314, 290.7162990616722, -161.155, -37.14290114129807, -2594.9762420296856, 720000.0, 0, 99692.69631667237, 0]]"
109,"[[0, 7074000, 40, 315.80929110878157, 290.50388392780775, -161.155, -37.2031823599818, -2595.230781976941, 720000.0, 0, 96311.86800436708, 0]]"
110,"[[0, 7074000, 40, 315.8097073433792, 290.3263388656471, -161.155, -37.25314714528876, -2595.443845525763, 720000.0, 0, 97866.73272870794, 0]]"
111,"[[0, 7074000, 40, 315.79988560308686, 294.5112908575155, -161.155, -35.97581506312682, -2590.498637299262, 720000.0, 0, 78133.75191529881, 0]]"
112,"[[0, 7074000, 40, 315.80013926442626, 294.40333481109053, -161.155, -36.011316457048316, -2590.624133855188, 720000.0, 0, 79393.28056667796, 0]]"
113,"[[0, 7074000, 40, 315.80047485233536, 294.26049269944656, -161.155, -36.05808775637332, -2590.7903570330955, 720000.0, 0, 83717.43128648672, 0]]"
114,"[[0, 7074000, 40, 315.800892334053, 294.0827692115367, -161.155, -36.11595760136475, -2590.997444619121, 720000.0, 0, 81967.96165099372, 0]]"
115,"[[0, 7074000, 40, 315.8013916768096, 293.87016903281113, -161.155, -36.18471207879493, -2591.245568639073, 720000.0, 0, 81225.6966436608, 0]]"
116,"[[0, 7074000, 40, 315.8019728478726, 293.62269685219366, -161.155, -36.264094012099136, -2591.5349348323284, 720000.0, 0, 87721.20531962121, 0]]"
117,"[[0, 7074000, 40, 315.80263581449765, 293.34035735268213, -161.155, -36.35380212009798, -2591.8657820064113, 720000.0, 0, 83382.98032162026, 0]]"
118,"[[0, 7074000, 40, 315.8033805439486, 293.0231552232051, -161.155, -36.453490035704306, -2592.2383812061507, 720000.0, 0, 89496.99120875793, 0]]"
119,"[[0, 7074000, 40, 315.8042070035006, 292.6710951526928, -161.155, -36.56276520169205, -2592.653034717382, 720000.0, 0, 87022.161883822, 0]]"
120,"[[0, 7074000, 40, 315.80511516044396, 292.28418182293973, -161.155, -36.68118764373096, -2593.1100748560466, 720000.0, 0, 88787.2729986622, 0]]"
121,"[[0, 7074000, 40, 315.806104982071, 291.862419922837, -161.155, -36.808268620962494, -2593.6098624820293, 720000.0, 0, 94371.36341175559, 0]]"
122,"[[0, 7074000, 40, 315.8070946085399, 291.4406859565251, -161.155, -36.933231356404775, -2594.111253998662, 720000.0, 0, 93754.55881917282, 0]]"
123,"[[0, 7074000, 40, 315.8080022236774, 291.0538501772714, -161.155, -37.04598447444896, -2594.5725823754074, 720000.0, 0, 93690.64981972262, 0]]"
124,"[[0, 7074000, 40, 315.8088278602276, 290.7019079004706, -161.155, -37.14700248122045, -2594.993473344412, 720000.0, 0, 99289.99643094871, 0]]"
125,"[[0, 7074000, 40, 315.80957155092943, 290.38485444088906, -161.155, -37.23672207496439, -2595.373591341106, 720000.0, 0, 96913.77130933983, 0]]"
126,"[[0, 7074000, 40, 315.8108132257394, 289.85539521787626, -161.155, -37.38381540233265, -2596.01035343615, 720000.0, 0, 99044.5447520909, 0]]"
127,"[[0, 7074000, 40, 315.80182355223906, 293.68531469502665, -161.155, -36.244074278723666, -2591.461663680178, 720000.0, 0, 86025.81306739342, 0]]"
128,"[[0, 7074000, 40, 315.80207721357846, 293.57735864860166, -161.155, -36.27856114864215, -2591.5880135237694, 720000.0, 0, 86272.86794919896, 0]]"
129,"[[0, 7074000, 40, 315.80241280148755, 293.4345165369577, -161.155, -36.32398674675754, -2591.7553635899876, 720000.0, 0, 83554.01035668123, 0]]"
130,"[[0, 7074000, 40, 315.8028302832052, 293.2567930490478, -161.155, -36.380176985569626, -2591.963849766223, 720000.0, 0, 84326.67981911033, 0]]"
131,"[[0, 7074000, 40, 315.80332962596174, 293.04419287032226, -161.155, -36.44691456010171, -2592.2136416320263, 720000.0, 0, 90182.2975714143, 0]]"
132,"[[0, 7074000, 40, 315.80391079702474, 292.79672068970484, -161.155, -36.52393824729165, -2592.504941871529, 720000.0, 0, 85890.31622425871, 0]]"
133,"[[0, 7074000, 40, 315.8045737636499, 292.51438119019326, -161.155, -36.610942076341956, -2592.8379855539524, 720000.0, 0, 91454.49516986436, 0]]"
134,"[[0, 7074000, 40, 315.8053184931008, 292.1971790607162, -161.155, -36.70757436224899, -2593.2130392155186, 720000.0, 0, 88520.46641153909, 0]]"
135,"[[0, 7074000, 40, 315.80614495265286, 291.84511899020396, -161.155, -36.813436619747776, -2593.6303997627497, 720000.0, 0, 93886.68780117981, 0]]"
136,"[[0, 7074000, 40, 315.8070531095962, 291.45820566045086, -161.155, -36.928082358649746, -2594.090393147694, 720000.0, 0, 93312.43834530466, 0]]"
137,"[[0, 7074000, 40, 315.8080429312232, 291.0364437603481, -161.155, -37.051015761779766, -2594.5933727540605, 720000.0, 0, 93729.72903185489, 0]]"
138,"[[0, 7074000, 40, 315.80903255769215, 290.6147097940363, -161.155, -37.17179941698543, -2595.097926188515, 720000.0, 0, 97378.28816610973, 0]]"
139,"[[0, 7074000, 40, 315.81076580937975, 289.8759317379817, -161.155, -37.37817401408725, -2595.985608092918, 720000.0, 0, 98942.01152709038, 0]]"
140,"[[0, 7074000, 40, 315.8036793168141, 292.8942615282074, -161.155, -36.49366450985393, -2592.390059987527, 720000.0, 0, 86569.38204714186, 0]]"
141,"[[0, 7074000, 40, 315.80393297815345, 292.78630548178234, -161.155, -36.527164264413514, -2592.517216528688, 720000.0, 0, 85898.58787989874, 0]]"
142,"[[0, 7074000, 40, 315.8042685660626, 292.64346337013836, -161.155, -36.571280603024135, -2592.6856316670214, 720000.0, 0, 87568.8038916557, 0]]"
143,"[[0, 7074000, 40, 315.80468604778025, 292.4657398822285, -161.155, -36.625836857072265, -2592.8954392528703, 720000.0, 0, 92653.35495811289, 0]]"
144,"[[0, 7074000, 40, 315.8051853905368, 292.253139703503, -161.155, -36.69061251379007, -2593.1468062494405, 720000.0, 0, 88571.17786200866, 0]]"
145,"[[0, 7074000, 40, 315.8057665615998, 292.0056675228855, -161.155, -36.76534252565952, -2593.4399320855005, 720000.0, 0, 91602.54215520348, 0]]"
146,"[[0, 7074000, 40, 315.8064295282249, 291.723328023374, -161.155, -36.84971649331205, -2593.77504786404, 720000.0, 0, 91551.99502088402, 0]]"
147,"[[0, 7074000, 40, 315.80717425767585, 291.40612589389696, -161.155, -36.94337771492824, -2594.152415359699, 720000.0, 0, 94738.31293576137, 0]]"
148,"[[0, 7074000, 40, 315.80800071722786, 291.0540658233847, -161.155, -37.04592211953098, -2594.5723258250796, 720000.0, 0, 93690.48140650115, 0]]"
149,"[[0, 7074000, 40, 315.8089088741712, 290.6671524936316, -161.155, -37.15689708590142, -2595.035098556214, 720000.0, 0, 98418.10540022852, 0]]"
150,"[[0, 7074000, 40, 315.80989869579827, 290.2453905935288, -161.155, -37.275800149227365, -2595.541079156015, 720000.0, 0, 99870.70850749747, 0]]"
151,"[[0, 7074000, 40, 315.8108883222672, 289.82365662721696, -161.155, -37.39252380605702, -2596.0486020960616, 720000.0, 0, 99305.98227503004, 0]]"
152,"[[0, 7074000, 40, 315.80545292958493, 292.13812667079316, -161.155, -36.725433294897115, -2593.2829689477794, 720000.0, 0, 88940.53652828182, 0]]"
153,"[[0, 7074000, 40, 315.80570659092433, 292.0301706243681, -161.155, -36.75797550510615, -2593.410885817765, 720000.0, 0, 90936.54322152995, 0]]"
154,"[[0, 7074000, 40, 315.8060421788334, 291.8873285127242, -161.155, -36.80082188709046, -2593.5803045348684, 720000.0, 0, 95133.35242060763, 0]]"
155,"[[0, 7074000, 40, 315.80645966055107, 291.70960502481427, -161.155, -36.85379333756343, -2593.7913567994156, 720000.0, 0, 91411.11900947386, 0]]"
156,"[[0, 7074000, 40, 315.8069590033076, 291.49700484608877, -161.155, -36.91666631950088, -2594.0442068200964, 720000.0, 0, 92472.09745620593, 0]]"
157,"[[0, 7074000, 40, 315.8075401743707, 291.2495326654713, -161.155, -36.989172182208236, -2594.3390506089568, 720000.0, 0, 95974.24053499082, 0]]"
158,"[[0, 7074000, 40, 315.8082031409957, 290.96719316595977, -161.155, -37.07099635753665, -2594.676115120718, 720000.0, 0, 94279.38026235181, 0]]"
159,"[[0, 7074000, 40, 315.8089478704467, 290.64999103648273, -161.155, -37.161777426014524, -2595.055657168843, 720000.0, 0, 98040.9555318717, 0]]"
160,"[[0, 7074000, 40, 315.8097743299987, 290.29793096597047, -161.155, -37.26110607044025, -2595.4779621386306, 720000.0, 0, 98481.04338538442, 0]]"
161,"[[0, 7074000, 40, 315.810682486942, 289.91101763621737, -161.155, -37.368523919393084, -2595.9433424474746, 720000.0, 0, 98888.78739058229, 0]]"
162,"[[0, 7074000, 40, 315.8071444233253, 291.4169054310772, -161.155, -36.940214523885025, -2594.139580651946, 720000.0, 0, 94416.21418153528, 0]]"
163,"[[0, 7074000, 40, 315.80739808466467, 291.30894938465224, -161.155, -36.971830810243276, -2594.268211931783, 720000.0, 0, 97621.36763863845, 0]]"
164,"[[0, 7074000, 40, 315.8077336725738, 291.16610727300827, -161.155, -37.01344924939172, -2594.438573359424, 720000.0, 0, 94396.40732261052, 0]]"
165,"[[0, 7074000, 40, 315.80815115429147, 290.9883837850984, -161.155, -37.06488844883935, -2594.6507943975134, 720000.0, 0, 94044.83435845864, 0]]"
166,"[[0, 7074000, 40, 315.808650497048, 290.77578360637284, -161.155, -37.12592202946317, -2594.9050363938954, 720000.0, 0, 98948.80940921413, 0]]"
167,"[[0, 7074000, 40, 315.809231668111, 290.5283114257554, -161.155, -37.196277956760476, -2595.201491821121, 720000.0, 0, 96412.88251820546, 0]]"
168,"[[0, 7074000, 40, 315.8098946347361, 290.24597192624384, -161.155, -37.27563775099041, -2595.540383349213, 720000.0, 0, 99853.79533443438, 0]]"
169,"[[0, 7074000, 40, 315.81063936418707, 289.9287697967668, -161.155, -37.36363557070957, -2595.9219626837616, 720000.0, 0, 98920.52470258178, 0]]"
170,"[[0, 7074000, 40, 315.8090074921426, 290.6226370781175, -161.155, -37.16954890728852, -2595.088433899621, 720000.0, 0, 97514.13481940281, 0]]"
171,"[[0, 7074000, 40, 315.8093430800517, 290.47979496647355, -161.155, -37.2099839738326, -2595.2596780626227, 720000.0, 0, 96287.6134042416, 0]]"
172,"[[0, 7074000, 40, 315.80976056176934, 290.3020714785637, -161.155, -37.25994665264978, -2595.4729931277425, 720000.0, 0, 98385.75498861344, 0]]"
173,"[[0, 7074000, 40, 315.8108410755889, 289.8419991192207, -161.155, -37.38749252130335, -2596.026500048968, 720000.0, 0, 99139.92905106477, 0]]"
174,"[[0, 7074000, 40, 315.81053484610055, 289.97122901679126, -161.155, -37.35192803879566, -2595.8708396536267, 720000.0, 0, 99155.92674508004, 0]]"
